date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:22:28	8413/8413	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2019:21:04%20GMT	https://apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-152x152-precomposed.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-152x152-precomposed.png	(from https://apps4max.com/shahid/)
01:22:29	29220/29220	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2019:24:34%20GMT	https://apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-192x192.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-192x192.png	(from https://apps4max.com/shahid/)
01:22:29	8413/8413	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2019:24:50%20GMT	https://apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-152x152.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-152x152.png	(from https://apps4max.com/shahid/)
01:22:29	4716/4716	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2019:25:06%20GMT	https://apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-120x120.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-120x120.png	(from https://apps4max.com/shahid/)
01:22:29	2119/2119	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2019:25:22%20GMT	https://apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-72x72.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/brand_icons/apple-touch-icon-72x72.png	(from https://apps4max.com/shahid/)
01:22:30	2464/2464	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2019:25:38%20GMT	https://apps4max.com/shahid/assets/img/brand_icons/favicon-76.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/brand_icons/favicon-76.png	(from https://apps4max.com/shahid/)
01:22:31	18547/18547	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2005:40:44%20GMT	https://apps4max.com/shahid/assets/css/style.css	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/css/style.css	(from https://apps4max.com/shahid/)
01:22:31	4281/4281	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2004:49:06%20GMT	https://apps4max.com/shahid/assets/css/responsev.css	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/css/responsev.css	(from https://apps4max.com/shahid/)
01:22:31	4062/4062	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Oct%202021%2005:52:06%20GMT	https://apps4max.com/shahid/assets/js/script.js	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/js/script.js	(from https://apps4max.com/shahid/)
01:22:32	23942/23942	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b0e3313a9ea34dcc3bd36696e9ef572c%22	https://d12u7tum9sda5e.cloudfront.net/934d463.js	C:/My%20Web%20Sites/cpa/d12u7tum9sda5e.cloudfront.net/934d463.js	(from https://apps4max.com/shahid/)
01:22:33	1221/1221	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2004%20Oct%202021%2004:02:06%20GMT	https://apps4max.com/shahid/assets/img/icons/play-button.svg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/icons/play-button.svg	(from https://apps4max.com/shahid/)
01:22:34	1840/1840	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2005:38:10%20GMT	https://apps4max.com/shahid/assets/img/icons/top.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/icons/top.png	(from https://apps4max.com/shahid/)
01:22:35	16764/16764	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/3.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/3.jpg	(from https://apps4max.com/shahid/)
01:22:35	16273/16273	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/2.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/2.jpg	(from https://apps4max.com/shahid/)
01:22:35	40639/40639	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/1.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/1.jpg	(from https://apps4max.com/shahid/)
01:22:38	18376/18376	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/4.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/4.jpg	(from https://apps4max.com/shahid/)
01:22:39	16383/16383	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/5.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/5.jpg	(from https://apps4max.com/shahid/)
01:22:39	21669/21669	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/6.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/6.jpg	(from https://apps4max.com/shahid/)
01:22:40	20982/20982	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/7.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/7.jpg	(from https://apps4max.com/shahid/)
01:22:41	27673/27673	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/8.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/8.jpg	(from https://apps4max.com/shahid/)
01:22:41	23125/23125	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/9.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/9.jpg	(from https://apps4max.com/shahid/)
01:22:42	24863/24863	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/10.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/10.jpg	(from https://apps4max.com/shahid/)
01:22:42	24643/24643	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/11.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/11.jpg	(from https://apps4max.com/shahid/)
01:22:42	20443/20443	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/12.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/12.jpg	(from https://apps4max.com/shahid/)
01:22:43	20178/20178	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/13.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/13.jpg	(from https://apps4max.com/shahid/)
01:22:44	31765/31765	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/15.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/15.jpg	(from https://apps4max.com/shahid/)
01:22:44	18276/18276	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/14.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/14.jpg	(from https://apps4max.com/shahid/)
01:22:44	19418/19418	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/16.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/16.jpg	(from https://apps4max.com/shahid/)
01:22:46	21947/21947	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/17.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/17.jpg	(from https://apps4max.com/shahid/)
01:22:47	683/683	---M--	302	error ('Found')	text/html	date:Sun,%2009%20Oct%202022%2023:22:47%20GMT	https://apps4max.com/shahid/assets/img/ssc_logo.png	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/ssc_logo.png	(from https://apps4max.com/shahid/)
01:22:47	15143/15143	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/20.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/20.jpg	(from https://apps4max.com/shahid/)
01:22:47	640/640	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2004%20Oct%202021%2000:12:10%20GMT	https://apps4max.com/shahid/assets/img/icons/checkmark.svg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/icons/checkmark.svg	(from https://apps4max.com/shahid/assets/css/style.css)
01:22:48	13788/13788	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/19.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/19.jpg	(from https://apps4max.com/shahid/)
01:22:48	28920/28920	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202022%2005:28:56%20GMT	https://apps4max.com/shahid/assets/img/matches/18.jpg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/matches/18.jpg	(from https://apps4max.com/shahid/)
01:22:48	731/731	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2004%20Oct%202021%2019:03:48%20GMT	https://apps4max.com/shahid/assets/img/icons/close-line.svg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/icons/close-line.svg	(from https://apps4max.com/shahid/assets/css/style.css)
01:22:48	410/410	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2004%20Oct%202021%2007:59:12%20GMT	https://apps4max.com/shahid/assets/img/icons/alert.svg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/icons/alert.svg	(from https://apps4max.com/shahid/assets/css/style.css)
01:22:49	746/746	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Oct%202021%2004:07:08%20GMT	https://apps4max.com/shahid/assets/img/icons/eye.svg	C:/My%20Web%20Sites/cpa/apps4max.com/shahid/assets/img/icons/eye.svg	(from https://apps4max.com/shahid/assets/css/style.css)
